,plant_id,plant,op,op_id,plant_state,region,rpm,fuel_usage,net_gen
0,1,Sand Point,"TDX Sand Point Generating, LLC",63560,AK,PACN,WT,3045,347.0
81,90,Snake River,Nome Joint Utility Systems,13642,AK,PACN,WT,20906,2383.0
462,508,Lamar Plant,City of Lamar - (CO),10633,CO,MTN,WT,116085,13232.0
704,692,Medicine Bow,SRIV Partnership LLC,62042,WY,MTN,WT,141429,16121.0
865,944,Geneseo,City of Geneseo - (IL),7095,IL,ENC,WT,51368,5855.0
1062,1172,Osage (IA),City of Osage - (IA),14201,IA,WNC,WT,38364,4373.0
1683,1998,Mountain Lake,City of Mountain Lake - (MN),13048,MN,WNC,WT,26994,3077.0
1718,2022,Willmar,Willmar Municipal Utilities,20737,MN,WNC,WT,33538,3822.879
1719,2022,Willmar,Willmar Municipal Utilities,20737,MN,WNC,WT,29258,3335.121
1723,2024,Worthington,City of Worthington - (MN),21013,MN,WNC,WT,94793,10805.0
1914,2240,Lon Wright,City of Fremont - (NE),6779,NE,WNC,WT,1750872,199575.0
3494,6304,Kotzebue Hybrid,Kotzebue Electric Assn Inc,10451,AK,PACN,WT,34943,3983.0
3888,7381,Searsburg Wind Turbine,Green Mountain Power Corp,7601,VT,NEW,WT,107468,12250.0
3957,7501,Princeton Wind Farm,Town of Princeton - (MA),15371,MA,NEW,WT,36258,4133.0
3972,7526,Solano Wind,Sacramento Municipal Util Dist,16534,CA,PACC,WT,4875815,555775.0
4050,7771,Springview,Bluestem LLC,58190,NE,WNC,WT,88308,10066.0
4150,7855,Moorhead Wind Turbine,City of Moorhead - (MN),12894,MN,WNC,WT,19415,2213.0
4176,7886,Wind Turbine,Madison Gas & Electric Co,11479,WI,ENC,WT,153905,17543.0
4215,7927,Buffalo Mountain,Tennessee Valley Authority,18642,TN,ESC,WT,0,0.0
4225,7936,Nine Canyon,Energy Northwest,20160,WA,PACC,WT,2345741,267382.0
4246,7965,Salt Valley Wind Plant,Lincoln Electric System,11018,NE,WNC,WT,21503,2451.0
4247,7966,Iowa Distributed Wind Generation Project,City of Algona - (IA),309,IA,WNC,WT,44961,5125.0
4252,7974,Chamberlain Wind Project,Basin Electric Power Coop,1307,SD,WNC,WT,8325,949.0
4460,10005,Dinosaur Point,International Turbine Res Inc,9397,CA,PACC,WT,83809,9553.0
4618,10191,Tehachapi Wind Resource I,CalWind Resources Inc,2719,CA,PACC,WT,121067,13800.0
4966,10586,Cameron Ridge LLC,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,1296623,147797.0
4969,10597,Ridgetop Energy LLC,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,346165,39458.0
5104,10718,Karen Avenue Wind Farm,San Gorgonio Farms Inc,16630,CA,PACC,WT,257294,29328.0
5201,10823,Deer Island Treatment Plant,Massachusetts Wtr Rauth-Deer I,11427,MA,NEW,WT,16527,1883.97
5525,50276,Wintec Energy Ltd,Wintec Energy Ltd,20707,CA,PACC,WT,5108,582.0
5533,50281,San Gorgonio Farms Wind Farm,San Gorgonio Farms Inc,16630,CA,PACC,WT,754303,85980.0
5628,50386,Windland,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,46479,5298.0
5771,50485,Altech III,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,0,0.0
5798,50532,Victory Garden (Tehachapi),Wind Stream Operations LLC,56899,CA,PACC,WT,191243,21799.0
5799,50535,Mesa Wind Power Corp,Brookfield Renewable Trading and Marketing LP,63235,CA,PACC,WT,7124,812.0
5800,50536,Sky River Wind Energy Center,Sky River Wind LLC,64156,CA,PACC,WT,324463,36984.0
5816,50552,GPS Cabazon Wind LLC,GlidePath Power Operations LLC,61728,CA,PACC,WT,297545,33916.0
5817,50553,Edom Hills Project 1 LLC,"Red Marlin Wind Ventures, LLC",61208,CA,PACC,WT,260031,29640.0
5952,50690,San Gorgonio Westwinds II LLC,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,1069850,121948.0
5990,50754,Oak Creek Energy Systems I,Oak Creek Energy System Inc II,13938,CA,PACC,WT,545884,62223.0
6041,50820,East Winds Project,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,62306,7102.0
6042,50821,Mojave 16/17/18,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,859676,97991.0
6351,52142,Mojave 3/4/5,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,1296141,147742.0
6375,52160,Victory Garden Phase IV LLC,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,16195,1846.0
6376,52161,Terra-Gen 251 Wind LLC,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,0,0.0
6377,52162,85 A,Wind Wall 1 LLC,64311,CA,PACC,WT,0,0.0
6378,52163,85 B,Wind Wall 1 LLC,64311,CA,PACC,WT,0,0.0
6379,52165,Helzel & Schwarzhoff 88 Wind Farm,"Terra-Gen 251 Wind, LLC",61444,CA,PACC,WT,0,0.0
6610,54298,Coram Energy LLC (ECT),Brookfield Renewable Trading and Marketing LP,63235,CA,PACC,WT,243117,27712.0
6611,54299,Coram Energy LLC,Brookfield Renewable Trading and Marketing LP,63235,CA,PACC,WT,85319,9725.0
6612,54300,CTV Power Purchase Contract Trust,Brookfield Renewable Trading and Marketing LP,63235,CA,PACC,WT,105268,11999.0
6725,54453,EDF Renewable Windfarm V Inc,"EDF Renewable Asset Holdings, Inc.",57170,CA,PACC,WT,183539,20921.0
6726,54454,San Gorgonio Windplant WPP1993,"FPL Energy Operating Services, Inc.",49963,CA,PACC,WT,1617329,184353.0
6861,54647,TPC Windfarms LLC,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,455345,51903.0
6862,54650,Alta Mesa Repower LLC,Alta Mesa 640 LLC,64228,CA,PACC,WT,0,0.0
6894,54681,Difwind Farms Ltd I,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,0,0.0
6895,54682,Difwind Farms Ltd II,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,0,0.0
6896,54685,Difwind Farms Ltd V,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,0,0.0
6897,54686,Difwind Farms Ltd VI,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,215326,24544.0
6937,54750,Coram Tehachapi,Brookfield Renewable Trading and Marketing LP,63235,CA,PACC,WT,92230,10513.0
6991,54793,Storm Lake 1,Allete Clean Energy,59496,IA,WNC,WT,1818539,207288.0
7083,54909,Tehachapi Wind Resource II,CalWind Resources Inc,2719,CA,PACC,WT,381836,43524.0
7100,54931,Ridgetop,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,1226051,139753.0
7125,54979,Big Spring Wind Power Facility,Terra-Gen Operating Co-Wind,2770,TX,WSC,WT,644368,73449.0
7275,55125,Vansycle,ESI Vansycle Partners LP,6017,OR,PACC,WT,733634,83624.0
7366,55208,Lake Benton I,Allete Clean Energy,59496,MN,WNC,WT,2133235,243159.0
7432,55265,Lake Benton II,Northern States Power Co - Minnesota,13781,MN,WNC,WT,3991671,454995.0
7457,55287,Storm Lake II,Allete Clean Energy,59496,IA,WNC,WT,1327037,151264.0
7518,55342,Woodstock Windfarm,Consolidated Edison Development Inc.,56769,MN,WNC,WT,283008,32259.0
7534,55353,Lakota Ridge LLC,Longroad Energy Services LLC,61219,MN,WNC,WT,142598,16254.0
7535,55354,Shaokatan Hills LLC,Longroad Energy Services LLC,61219,MN,WNC,WT,202113,23038.0
7543,55368,Wethersfield Wind Farm,CHI Energy Inc,34688,NY,MAT,WT,19415,2213.0
7576,55396,Green Power I,FPL Energy Green Power,49750,CA,PACC,WT,105128,11983.0
7698,55560,FPL Energy Vansycle LLC (WA),FPL Energy Vansycle LLC,6607,WA,PACC,WT,3825923,436102.0
7699,55561,Tsar Nicholas LLC,CHI Operations Inc,54725,MN,WNC,WT,48233,5498.0
7700,55562,Sun River LLC,CHI Operations Inc,54725,MN,WNC,WT,48233,5498.0
7701,55563,Julia Hills LLC,CHI Operations Inc,54725,MN,WNC,WT,48233,5498.0
7702,55564,Jessica Mills LLC,CHI Operations Inc,54725,MN,WNC,WT,48233,5498.0
7703,55565,Jack River LLC,CHI Operations Inc,54725,MN,WNC,WT,48233,5498.0
7704,55566,Autumn Hills LLC,CHI Operations Inc,54725,MN,WNC,WT,48233,5498.0
7705,55567,Winters Spawn LLC,CHI Operations Inc,54725,MN,WNC,WT,39276,4477.0
7706,55568,Twin Lake Hills LLC,CHI Operations Inc,54725,MN,WNC,WT,41285,4706.0
7707,55569,Spartan Hills LLC,CHI Operations Inc,54725,MN,WNC,WT,40427,4608.0
7708,55570,Soliloquoy Ridge LLC,CHI Operations Inc,54725,MN,WNC,WT,40329,4597.0
7709,55571,Ruthton Ridge LLC,CHI Operations Inc,54725,MN,WNC,WT,39469,4499.0
7710,55572,Hope Creek LLC,CHI Operations Inc,54725,MN,WNC,WT,43393,4946.0
7711,55573,Hadley Ridge LLC,CHI Operations Inc,54725,MN,WNC,WT,41567,4738.0
7712,55574,Florence Hills LLC,CHI Operations Inc,54725,MN,WNC,WT,40803,4651.0
7713,55576,Agassiz Beach LLC,CHI Operations Inc,54725,MN,WNC,WT,41205,4697.0
7714,55579,Llano Estacado Wind Ranch,Llano Estacado Wind Ranch,62136,TX,WSC,WT,1308713,149175.0
7715,55581,King Mountain Wind Ranch 1,FPL Energy Upton Wind LP,6354,TX,WSC,WT,5271317,600857.0
7733,55607,Foote Creek I,PacifiCorp,14354,WY,MTN,WT,431596,49196.0
7734,55608,Foote Creek II,Terra-Gen Operating Co-Wind,2770,WY,MTN,WT,0,0.0
7735,55609,Foote Creek III,Terra-Gen Operating Co-Wind,2770,WY,MTN,WT,0,0.0
7736,55610,Foote Creek IV,Terra-Gen Operating Co-Wind,2770,WY,MTN,WT,335295,38219.0
7798,55719,Mountain View I&2,AES Wind Generation Inc,19740,CA,PACC,WT,1699698,193742.0
7800,55734,Gray County Wind Energy,Gray County Wind Energy LLC,7531,KS,WNC,WT,1850042,210879.0
7804,55739,Condon Windpower LLC,Allete Clean Energy,59496,OR,PACC,WT,931739,106205.0
7805,55740,Rock River I LLC,Shell Wind Energy Inc.,17058,WY,MTN,WT,1326248,151174.0
7806,55741,Ridge Crest Wind Partners,EDF Renewable Services Inc,5906,CO,MTN,WT,629209,71721.0
7807,55742,Montfort Wind Energy Center,Wisconsin Electric Power Co,20847,WI,ENC,WT,462417,52709.0
7808,55747,NWP Indian Mesa Wind Farm,NWP Indian Mesa Wind Farm LP,13866,TX,WSC,WT,2087894,237991.0
7818,55769,Madison Windpower LLC,Madison Windpower LLC,49880,NY,MAT,WT,142324,16223.0
7820,55782,Noble Ridge LLC,RENEW Energy Inc,56689,MN,WNC,WT,6360,725.0
7824,55790,Fenner Wind,CHI Energy Inc,34688,NY,MAT,WT,544997,62122.0
7825,55795,Woodward Mountain II,Pecos Wind II LP,14629,TX,WSC,WT,1440246,164168.0
7826,55796,Woodward Mountain I,Pecos Wind I LP,14628,TX,WSC,WT,1514096,172586.0
7833,55803,Somerset Windpower LLC,GlidePath Power Operations LLC,61728,PA,MAT,WT,72983,8319.0
7834,55804,Northern Iowa Windfarm,Black Hills Electric Generation LLC,61973,IA,WNC,WT,1126778,128437.0
7835,55805,Mill Run Windpower LLC,GlidePath Power Operations LLC,61728,PA,MAT,WT,154686,17632.0
7837,55809,Kas Brothers Windfarm,Kas Brothers Windfarm LLC,10046,MN,WNC,WT,27433,3127.0
7841,55816,Hawkeye Power Partners LLC,Hawkeye Power Partners LLC,8294,IA,WNC,WT,695665,79296.0
7867,55871,Klondike Wind Power,Avangrid Renewables LLC,15399,OR,PACC,WT,463979,52887.0
7890,55944,Bay Windpower I,Bay Windpower LLC,1361,MI,ENC,WT,21739,2478.0
7902,55968,Trent Wind Farm LP,Trent Wind Farm LP,19171,TX,WSC,WT,4876383,555840.0
7914,55980,Champepaden Wind Power,"EDF Renewable Asset Holdings, Inc.",57170,MN,WNC,WT,13897,1584.0
7919,55986,Mountaineer Wind Energy Center,GlidePath Power Operations LLC,61728,WV,SAT,WT,1173549,133768.0
7921,55989,FPL Energy Vansycle LLC (OR),FPL Energy Vansycle LLC,6607,OR,PACC,WT,2655869,302732.0
7925,55992,Desert Sky,Desert Sky Wind Farm LP,49796,TX,WSC,WT,4731964,539378.0
7926,55995,Minot Wind Project,Basin Electric Power Coop,1307,ND,WNC,WT,163765,18667.0
7932,56001,Waymart Wind,GlidePath Power Operations LLC,61728,PA,MAT,WT,1150798,131175.0
7933,56002,Minwind,"Community Renewables, LLC",60580,MN,WNC,WT,50952,5808.0
7938,56010,Hancock County Wind Energy Center,"FPL Energy Hancock County Wind, LLC",6850,IA,WNC,WT,2168798,247213.0
7939,56011,Cabazon Wind Partners,Shell Wind Energy Inc.,17058,CA,PACC,WT,905682,103235.0
7940,56012,Whitewater Hill Wind Partners,Shell Wind Energy Inc.,17058,CA,PACC,WT,1161325,132375.0
7980,56052,"Meyersdale Windpower, LLC",GlidePath Power Operations LLC,61728,PA,MAT,WT,621698,70865.0
7982,56054,G McNeilus Wind Farm Dodge Center,Garwin McNeilus,6985,MN,WNC,WT,819689,93433.0
7997,56075,High Winds LLC,"FPLE High Winds, LLC",8565,CA,PACC,WT,2745879,312992.0
8006,56081,Blue Canyon Windpower,Blue Canyon Windpower LLC,1881,OK,WSC,WT,1881834,214503.0
8008,56092,South Dakota Wind Energy Cente,FPL Energy South Dakota Wind LLC,34721,SD,WNC,WT,740864,84448.0
8009,56093,TransAlta Wyoming Wind,NextEra Energy Operating Services LLC,58528,WY,MTN,WT,3308650,377140.0
8010,56094,Oklahoma Wind Energy Center,FPL Energy Oklahoma Wind LLC,34719,OK,WSC,WT,2458993,280291.0
8011,56097,New Mexico Wind Energy Center,FPL Energy New Mexico Wind LLC,34717,NM,MTN,WT,5030341,573389.0
8013,56099,FPL Energy North Dakota Wind I/II,FPL Energy North Dakota Wind LLC,34723,ND,WNC,WT,863316,98406.0
8021,56106,Kimball Wind,"Kimball Wind, LLC",61369,NE,WNC,WT,1115721,127177.0
8023,56111,Brazos Wind Farm,Shell Wind Energy Inc.,17058,TX,WSC,WT,2898802,330423.0
8024,56112,Mountain View III,Avangrid Renewables LLC,15399,CA,PACC,WT,511545,58309.0
8039,56123,Minwind 3-9,"Rock County Energy Center, LLC",60558,MN,WNC,WT,0,0.0
8055,56142,"Chanarambie Power Partners, LLC",Allete Clean Energy,59496,MN,WNC,WT,1992821,227154.0
8068,56153,Viking Wind Partners,Allete Clean Energy,59496,MN,WNC,WT,311881,35550.0
8069,56160,"Mendota Hills, LLC","Leeward Asset Management, LLC",50123,IL,ENC,WT,2125336,242259.0
8070,56162,Ainsworth Wind,Nebraska Public Power District,13337,NE,WNC,WT,1070999,122079.0
8081,56172,Flying Cloud Power Partners LLC,Avangrid Renewables LLC,15399,IA,WNC,WT,1167731,133105.0
8082,56173,Colorado Green Holdings LLC,Avangrid Renewables LLC,15399,CO,MTN,WT,2170555,247413.0
8083,56174,Moraine Wind LLC,Avangrid Renewables LLC,15399,MN,WNC,WT,964189,109904.0
8104,56195,Combine Hills I,Eurus Combine Hills I LLC,49844,OR,PACC,WT,1062850,121150.0
8110,56199,TG Windfarm LLC,TG Windfarm LLC,61141,MN,WNC,WT,29634,3378.0
8111,56200,CG Windfarm LLC,CG Windfarm LLC,61140,MN,WNC,WT,14818,1689.0
8112,56201,Bisson Windfarm LLC,Bisson Windfarm LLC,61139,MN,WNC,WT,29634,3378.0
8113,56202,Tofteland Windfarm LLC,Tofteland Windfarm LLC,49867,MN,WNC,WT,29634,3378.0
8114,56203,Westridge Windfarm LLC,Westridge Windfarm LLC,61142,MN,WNC,WT,14818,1689.0
8115,56204,Fey Windfarm LLC,Fey Windfarm LLC,49869,MN,WNC,WT,36364,4145.0
8116,56205,Windcurrent Farms LLC,Windcurrent Farms LLC,49870,MN,WNC,WT,34407,3922.0
8117,56206,K-Brink Windfarm LLC,"K-brink Windfarm, LLC",61120,MN,WNC,WT,32812,3740.0
8118,56207,DL Windy Acres LLC,Brewster,56800,MN,WNC,WT,21352,2434.0
8119,56208,S&P Windfarm LLC,Brewster,56800,MN,WNC,WT,21352,2434.0
8120,56209,Boeve Windfarm LLC,Boeve Windfarm LLC,49874,MN,WNC,WT,37559,4281.0
8121,56210,B&K Energy Systems LLC,Brewster,56800,MN,WNC,WT,21352,2434.0
8122,56211,Sweetwater Wind 1 LLC,"Leeward Asset Management, LLC",50123,TX,WSC,WT,1275815,145425.0
8123,56212,Sweetwater Wind 2 LLC,"Leeward Asset Management, LLC",50123,TX,WSC,WT,3017088,343906.0
8124,56215,Allendorf,E&E Enterprises LLC,57202,IA,WNC,WT,15844,1806.0
8128,56225,Aeolus Wind Facility,Aeolus Wind LLC,49903,TX,WSC,WT,9667,1102.0
8129,56226,Bowling Green Wind,"American Mun Power-Ohio, Inc",40577,OH,ENC,WT,81230,9259.0
8146,56240,Buffalo Gap Wind Farm,AES Wind Generation Inc,19740,TX,WSC,WT,2898425,330380.0
8156,56251,Intrepid,MidAmerican Energy Co,12341,IA,WNC,WT,4558390,519593.0
8157,56252,Century,MidAmerican Energy Co,12341,IA,WNC,WT,5000793,570021.0
8159,56255,Hopkins Ridge Wind,Puget Sound Energy Inc,15500,WA,PACC,WT,3637925,414673.0
8175,56270,Callahan Divide Wind Energy Center,"FPL Energy Callahan Wind, LLC",50012,TX,WSC,WT,3785243,431465.0
8176,56271,Diablo Winds LLC,GlidePath Power Operations LLC,61728,CA,PACC,WT,491691,56046.0
8177,56273,Weatherford Wind Energy Center,"FPL Energy Weatherford, LLC",50014,OK,WSC,WT,3641313,415059.0
8179,56275,Helzel & Schwarzhoff 86,Wind Stream Operations LLC,56899,CA,PACC,WT,24758,2822.0
8180,56276,ZCO,Wind Stream Operations LLC,56899,CA,PACC,WT,16274,1855.0
8190,56290,Maple Ridge Wind Farm,"Flat Rock Windpower, LLC",54684,NY,MAT,WT,6502750,741223.0
8191,56291,Horse Hollow Wind Energy Center,FPL Energy Horse Hollow LLC,50063,TX,WSC,WT,22050559,2513457.0
8194,56293,Caprock Wind Farm,"Leeward Asset Management, LLC",50123,NM,MTN,WT,2425900,276519.0
8196,56295,Kumeyaay Wind,"Leeward Asset Management, LLC",50123,CA,PACC,WT,1259144,143525.0
8197,56296,Trimont Area Wind Farm,Avangrid Renewables LLC,15399,MN,WNC,WT,2607985,297274.0
8198,56297,Crescent Ridge,"Leeward Asset Management, LLC",50123,IL,ENC,WT,1158660,132071.0
8201,56299,Wind Park Bear Creek,"Leeward Asset Management, LLC",50123,PA,MAT,WT,501895,57209.0
8202,56300,Jersey-Atlantic Wind Farm,"Leeward Asset Management, LLC",50123,NJ,MAT,WT,175450,19999.0
8203,56301,Wolverine Creek,Invenergy Services LLC,49893,ID,MTN,WT,1626663,185417.0
8204,56302,Oasis Wind,Terra-Gen Operating Co-Wind,2770,CA,PACC,WT,719306,81991.0
8205,56303,Elk River Wind,Avangrid Renewables LLC,15399,KS,WNC,WT,3054310,348149.0
8206,56304,San Juan Mesa Wind Project LLC,NRG Energy Gas & Wind Holdings Inc,59883,NM,MTN,WT,3556926,405440.0
8207,56307,Adams Wind Farm,Consolidated Edison Development Inc.,56769,MN,WNC,WT,420129,47889.0
8208,56308,Fossil Gulch,Greenbacker Renewable Energy Corporation,60025,ID,MTN,WT,240924,27462.0
8213,56311,Sweetwater Wind 3 LLC,"Leeward Asset Management, LLC",50123,TX,WSC,WT,3703171,422110.0
8221,56320,Spring Canyon,Invenergy Services LLC,49893,CO,MTN,WT,1597143,182052.0
8224,56322,Wild Horse,Puget Sound Energy Inc,15500,WA,PACC,WT,6710540,764908.0
8234,56335,Blue Canyon Windpower II,Blue Canyon Windpower II LLC,54707,OK,WSC,WT,3900185,444567.0
8235,56336,Aragonne Wind LLC,"Leeward Asset Management, LLC",50123,NM,MTN,WT,2174685,247884.0
8236,56337,Sweetwater Wind 4 LLC,"Leeward Asset Management, LLC",50123,TX,WSC,WT,6136924,699524.0
8237,56338,High Trail Wind Farm LLC,High Trail Wind Farm LLC,54709,IL,ENC,WT,4606035,525024.0
8246,56347,Cedar Ridge,Wisconsin Power & Light Co,20856,WI,ENC,WT,1614452,184025.0
8252,56351,Spearville,Evergy Metro,10000,KS,WNC,WT,3256776,371227.0
8253,56355,Whispering Willow Wind Farm - East,Interstate Power and Light Co,9417,IA,WNC,WT,3908144,445474.0
8256,56357,FPL Energy Burleigh County Wind,FPL Energy Burleigh County Wind LLC,54717,ND,WNC,WT,1557769,177564.0
8257,56359,Klondike Windpower II,Avangrid Renewables LLC,15399,OR,PACC,WT,1773277,202129.0
8258,56360,Leaning Juniper,PacifiCorp,14354,OR,PACC,WT,2775497,316368.0
8259,56361,Big Horn Wind Project,Avangrid Renewables LLC,15399,WA,PACC,WT,5268115,600492.0
8260,56362,Shiloh I Wind Project,Avangrid Renewables LLC,15399,CA,PACC,WT,3456842,394032.0
8266,56369,Casselman Wind Power Project,Avangrid Renewables LLC,15399,PA,MAT,WT,829075,94503.0
8267,56371,Cedar Creek Wind,"Leeward Asset Management, LLC",50123,CO,MTN,WT,6904492,787016.0
8268,56372,Sweetwater Wind 5,"Leeward Asset Management, LLC",50123,TX,WSC,WT,1708734,194772.0
8271,56376,Pike County Wind Power,Illinois Rural Electric Coop,9209,IL,ENC,WT,21195,2416.0
8272,56377,Judith Gap Wind Energy Center,Invenergy Services LLC,49893,MT,MTN,WT,4539114,517396.0
8273,56378,Pakini Nui Wind Farm,Apollo Energy Corp,794,HI,PACN,WT,1042278,118805.0
8274,56379,Victory Wind Farm,MidAmerican Energy Co,12341,IA,WNC,WT,3109020,354385.0
8275,56380,Centennial Wind Farm,Oklahoma Gas & Electric Co,14063,OK,WSC,WT,2072017,236181.0
8276,56383,Northern Iowa Windpower II,Avangrid Renewables LLC,15399,IA,WNC,WT,1226255,139776.0
8277,56386,Top of Iowa Windfarm III,Madison Gas & Electric Co,11479,IA,WNC,WT,428534,48847.0
8278,56391,Blue Sky Green Field Wind Project,Wisconsin Electric Power Co,20847,WI,ENC,WT,2953176,336621.0
8279,56392,FPL Energy Oliver Wind I LLC,FPL Energy Oliver County Wind,55696,ND,WNC,WT,1153729,131509.0
8280,56394,Forest Creek Wind Farm LLC,RWE Renewables Americas LLC,56215,TX,WSC,WT,2743447,312715.0
8281,56395,Mesquite Wind Power LLC,Mesquite Wind LLC,54759,TX,WSC,WT,4248413,484260.0
8283,56399,Lempster Wind LLC,Avangrid Renewables LLC,15399,NH,NEW,WT,593739,67678.0
8296,56408,Agriwind,"AgriWind Project, LLC",54789,IL,ENC,WT,115802,13200.0
8297,56409,Stahl Wind Energy,Longroad Energy Services LLC,61219,MN,WNC,WT,41602,4742.0
8298,56410,Carstensen Wind,Longroad Energy Services LLC,61219,MN,WNC,WT,38453,4383.0
8299,56411,Northern Lights Wind LLC,Longroad Energy Services LLC,61219,MN,WNC,WT,32732,3731.0
8300,56412,Lucky Wind,Longroad Energy Services LLC,61219,MN,WNC,WT,26555,3027.0
8301,56413,Greenback Energy,Longroad Energy Services LLC,61219,MN,WNC,WT,28144,3208.0
8302,56414,Redwood Falls Wind,Southern Minnesota Mun P Agny,40580,MN,WNC,WT,86264,9833.0
8303,56415,Fairmont Wind,Southern Minnesota Mun P Agny,40580,MN,WNC,WT,130042,14823.0
8304,56416,Michigan Wind 1,"Michigan Wind 1, LLC",54800,MI,ENC,WT,1484392,169200.0
8310,56424,Mower County Wind Energy Center,FPL Energy Mower County LLC,54819,MN,WNC,WT,1777058,202560.0
8316,56432,Wildorado Wind LLC,NRG Energy Gas & Wind Holdings Inc,59883,TX,WSC,WT,5244805,597835.0
8317,56433,Pine Tree Wind Power Project,Los Angeles Department of Water & Power,11208,CA,PACC,WT,2284113,260357.0
8318,56434,Burley Butte Windpark,Idaho Wind Partners 1 LLC,56592,ID,MTN,WT,549191,62600.0
8319,56435,Golden Valley Wind Park LLC,Idaho Wind Partners 1 LLC,56592,ID,MTN,WT,291002,33170.0
8320,56437,Milner Dam Wind Park LLC,Idaho Wind Partners 1 LLC,56592,ID,MTN,WT,517080,58940.0
8321,56439,Oregon Trail Wind Park,Idaho Wind Partners 1 LLC,56592,ID,MTN,WT,354526,40411.0
8322,56440,Pilgrim Stage Wind Park,Idaho Wind Partners 1 LLC,56592,ID,MTN,WT,301825,34404.0
8323,56441,Salmon Falls Wind Park,Idaho Wind Partners 1 LLC,56592,ID,MTN,WT,578703,65964.0
8324,56442,Thousand Springs Wind Park,Idaho Wind Partners 1 LLC,56592,ID,MTN,WT,299422,34130.0
8325,56443,Tuana Gulch Wind Park,Idaho Wind Partners 1 LLC,56592,ID,MTN,WT,277366,31616.0
8328,56446,Buena Vista Energy LLC,"Leeward Asset Management, LLC",50123,CA,PACC,WT,748046,85267.0
8329,56447,Hawi Wind Farm,"EDF Renewable Asset Holdings, Inc.",57170,HI,PACN,WT,233870,26658.0
8330,56448,Mars Hill Wind Farm Project,"Evergreen Wind, LLC",59155,ME,NEW,WT,1161633,132410.0
8331,56449,Kaheawa Pastures Wind Farm Hybrid,"Evergreen Wind, LLC",59155,HI,PACN,WT,951896,108503.0
8332,56450,GSG LLC,"Leeward Asset Management, LLC",50123,IL,ENC,WT,1647228,187761.0
8333,56451,Allegheny Ridge Wind Farm,"Leeward Asset Management, LLC",50123,PA,MAT,WT,1877826,214046.0
8336,56457,Post Wind Farm LP,FPL Energy Red Canyon LLC,54870,TX,WSC,WT,2921339,332992.0
8340,56459,MinnDakota Wind LLC,Avangrid Renewables LLC,15399,MN,WNC,WT,3735050,425744.0
8341,56460,Twin Buttes Wind Project,Avangrid Renewables LLC,15399,CO,MTN,WT,2328109,265372.0
8349,56466,Marengo Wind Plant,PacifiCorp,14354,WA,PACC,WT,5692186,648830.0
8352,56468,Klondike Windpower III,Avangrid Renewables LLC,15399,OR,PACC,WT,7179998,818420.0
8354,56470,Locust Ridge,Avangrid Renewables LLC,15399,PA,MAT,WT,597680,68127.0
8367,56479,Sand Bluff Wind Farm,RWE Renewables Americas LLC,56215,TX,WSC,WT,1255452,143104.0
8372,56483,Post Oak Wind LLC,Mesquite Wind LLC,54759,TX,WSC,WT,4637347,528593.0
8373,56484,Buffalo Gap 2 Wind Farm,AES Wind Generation Inc,19740,TX,WSC,WT,4241790,483505.0
8374,56485,Biglow Canyon Wind Farm,Portland General Electric Co,15248,OR,PACC,WT,10107278,1152089.0
8375,56487,White Creek Wind Farm,White Creek Wind 1 LLC,55907,WA,PACC,WT,5672816,646622.0
8376,56488,Smoky Hills Wind Project Phase I,Smoky Hills Wind Farm I LLC,55886,KS,WNC,WT,2413401,275094.0
8378,56493,Buffalo Mountain Energy Center,Invenergy Services LLC,49893,TN,ESC,WT,343772,39185.0
8379,56494,Prairie Star Wind Farm,High Prairie Wind Farm II LLC,54904,MN,WNC,WT,2539880,289511.0
8380,56495,NedPower Mount Storm,NedPower Mt Storm LLC,62810,WV,SAT,WT,5728427,652961.0
8389,56501,Pomeroy Wind Farm,MidAmerican Energy Co,12341,IA,WNC,WT,8046727,917215.0
8395,56506,Scurry County Wind LP,Invenergy Services LLC,49893,TX,WSC,WT,2738563,312158.0
8424,56536,Cow Branch,"Cow Branch Wind Power, LLC",55734,MO,WNC,WT,787793,89797.41
8425,56537,Conception,"CR Clearing, LLC",55735,MO,WNC,WT,728770,83069.74
8426,56538,Loess Hills,Loess Hills Wind Farm LLC,55736,MO,WNC,WT,55277,6300.9
8430,56543,Eastridge Wind Project,Eastridge Wind Project,62005,MN,WNC,WT,164143,18710.0
8431,56544,Windom Wind Project,Midwest Power Partners LLC,60661,MN,WNC,WT,264593,30160.0
